CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
631,65,9,127380.43856250723,1,0,1,32803.879410583744,Germany,Male,1
480,40,0,59117.079348023995,2,1,0,51512.50831654671,France,Female,0
704,70,6,166528.51566702686,4,0,1,96072.41544053773,Spain,Male,0
448,33,4,121593.20970814142,3,0,1,135655.89877339764,France,Female,0
730,70,7,38118.532289635106,2,0,0,80560.74957962995,France,Male,1
338,76,10,119769.98726122336,4,0,1,24032.987292320846,Spain,Female,0
808,79,6,126601.55850640766,3,0,0,128429.78445750201,France,Male,0
446,25,6,28909.317995663543,4,1,0,121156.77396035424,Spain,Female,1
467,71,6,12676.979259901676,2,0,1,69434.28610603372,France,Female,1
541,20,2,166642.68363416067,1,0,1,105059.02359291921,France,Male,0
825,68,5,196308.41503147042,2,1,1,148773.450375931,France,Female,0
666,22,9,192337.1990444512,1,1,0,116158.71973991922,Germany,Male,0
319,74,7,106688.13657078719,3,1,0,73884.0658073819,France,Male,1
641,48,2,16231.882178722844,4,0,0,36218.67196664683,Germany,Female,0
740,67,2,154920.1492777567,2,0,0,115888.16152205729,Spain,Female,0
576,63,4,120369.526009446,3,0,0,27890.982988734802,Spain,Female,0
727,46,4,47981.330384425295,3,0,0,42100.9122308496,Spain,Female,0
455,23,10,34773.50321080322,2,0,1,31780.144754284982,Spain,Female,1
629,72,4,96463.71601351941,2,0,0,59867.237005745366,Spain,Female,1
713,42,10,2897.737231857733,1,1,1,73289.8123913779,Germany,Male,1
719,27,10,69442.46991794187,1,1,1,149076.7727745875,Spain,Male,0
305,75,9,20614.727330305315,3,0,1,97108.42945392746,France,Male,0
734,31,8,119015.21391925299,3,0,1,77163.11761416348,France,Male,0
523,48,10,162314.01561493665,4,0,0,93806.9465634922,France,Female,0
703,26,0,93872.0961353823,2,1,0,47017.72795237828,Spain,Male,0
650,42,10,129633.7076948749,2,1,1,87187.0149957756,France,Male,0
412,31,8,162579.20743658862,3,1,0,116222.59662450313,France,Female,1
792,20,7,164695.68988414193,2,1,0,127319.42569148482,France,Female,0
403,28,2,117058.5153129855,3,1,0,135329.78032525262,Germany,Female,1
675,66,4,97142.20135787605,4,1,0,94310.5013639683,France,Male,1
825,50,5,85216.46261252167,1,0,0,146180.93983646767,France,Female,0
841,56,6,38370.228574371045,1,1,1,83020.92545421899,Spain,Female,0
457,34,5,150442.40539426234,3,0,1,42265.828364618355,France,Female,1
734,68,7,123190.79221534876,2,1,0,112533.60425528926,Spain,Female,0
680,28,10,123848.64407655578,2,0,0,53916.06720393609,Spain,Female,0
671,40,3,14973.725884534939,3,1,0,87574.30759893177,Germany,Male,0
797,41,1,42760.97177908436,2,0,0,64042.17165734352,Spain,Male,0
411,44,10,122809.68815430652,2,0,0,99308.17052911698,France,Male,0
422,66,8,172711.66900577798,3,0,1,33294.22049235625,France,Female,1
519,69,3,177700.9384782809,2,0,1,73119.58527282992,France,Male,0
652,30,7,21318.65170084386,4,0,0,72386.50692389315,Spain,Female,0
457,73,9,72765.83512936627,2,0,1,101564.3947924894,Germany,Female,0
552,66,6,66822.90237119488,4,0,0,44688.78044719565,France,Male,1
828,64,10,44875.093856048356,4,0,0,92561.84502438086,France,Male,0
345,50,4,5136.191284719316,1,0,1,136858.70141217153,France,Male,0
464,69,5,92679.3293212,3,0,0,132215.42042840918,France,Female,0
740,47,1,117486.57177687838,4,1,0,90285.43920597217,Spain,Female,0
626,23,3,11761.877582536374,3,0,0,138423.91447822965,Germany,Male,0
467,46,2,96738.39102951212,3,1,1,116834.26999704614,Germany,Male,0
645,50,3,90942.51221662156,4,0,1,43164.07574806668,France,Male,0
442,18,4,75773.33582882954,3,0,0,83461.34800830449,France,Male,1
665,54,8,94203.78200373647,3,0,1,32236.327049740845,France,Female,0
619,21,7,5632.998803353217,2,1,1,113145.92094784294,France,Male,0
312,28,0,146770.96499364558,2,1,1,63156.471414619744,France,Male,0
346,71,5,184771.06791019387,1,0,0,125653.31916558361,France,Male,1
686,32,4,68874.96328106879,3,1,1,72228.42617434743,Spain,Male,0
590,52,1,21741.879960028564,2,0,0,82332.20319722203,Spain,Female,0
321,79,7,149116.802182558,1,1,0,112913.02778688702,Spain,Female,1
625,33,0,161449.11659869473,1,0,1,40050.55115001755,France,Female,0
633,24,6,162277.24471759915,3,1,1,115076.93875819661,Spain,Female,0
834,56,2,81363.23040621713,4,0,1,36854.72297610394,Germany,Female,0
814,25,4,48590.40003456534,3,0,1,52385.064466572396,France,Male,0
741,41,2,121168.95217917617,4,1,1,104491.89187403185,France,Female,0
644,27,9,23564.570523986884,1,0,1,61734.47732858449,France,Female,0
486,67,7,172179.08974424598,2,0,1,120108.8170674989,France,Female,1
610,66,2,116615.538751739,1,0,0,38353.02942736877,Germany,Male,1
702,38,9,177777.1346012959,2,1,1,145793.2155578549,France,Male,1
812,37,8,112662.5809068673,3,0,0,33344.10797362775,France,Female,1
819,62,10,106993.92247157979,3,1,0,21079.41327408227,France,Male,1
378,77,1,152242.8381303277,4,0,0,40701.25208422697,France,Male,1
574,50,4,165004.7906102366,1,0,1,68116.01542020545,Spain,Female,0
405,34,0,182448.69419484012,3,0,0,37343.41576285335,France,Male,0
594,41,2,38447.413398579134,2,1,0,30521.814099577463,Spain,Female,0
400,28,4,87095.21847236405,2,1,1,121532.65817596279,France,Female,0
679,55,2,178309.08999946772,2,0,1,126680.14886894671,Spain,Female,0
401,33,2,31748.42579547772,1,0,0,121643.29106737525,Spain,Male,0
805,63,8,134584.7261319424,3,1,0,46994.53688743526,France,Male,0
385,54,6,188308.10001091837,3,1,1,125304.34285769376,France,Male,0
576,38,3,59129.85233147492,3,1,0,60923.05253126949,France,Male,0
387,35,8,92495.94248704285,3,0,1,50209.14691596545,France,Male,0
415,23,6,187423.26918869722,1,0,1,24202.621626902772,Spain,Female,0
411,70,3,23290.95117172062,1,1,1,72455.57204887999,Spain,Male,0
541,55,7,48078.01263554073,3,0,1,64322.39452943452,France,Male,0
568,50,10,33713.02612268891,2,0,1,62438.285430038115,Germany,Female,0
339,65,4,99107.5549488222,3,1,0,87912.34980986996,France,Female,1
316,58,8,29081.51661116778,2,0,0,78521.61685665106,Germany,Female,0
767,32,5,95142.01927735924,1,0,1,65794.06776313715,Spain,Male,0
373,37,2,186801.42825902073,2,0,0,59250.839514292784,France,Female,0
613,39,8,48495.565533596884,1,0,1,75477.75835897643,France,Male,0
544,30,8,46831.466148775115,3,1,1,53701.24386653724,France,Male,0
426,54,8,43322.60029323678,1,1,0,124957.63809075252,France,Male,1
520,63,4,188953.25318002942,4,0,0,27757.506669290764,France,Female,1
811,40,0,108733.46831166455,2,1,0,64030.40669608498,France,Male,0
321,66,0,187006.15466716,1,0,0,97922.31758910837,Spain,Female,1
316,69,3,120234.18572136504,3,1,0,137993.89740664652,Germany,Female,1
498,60,0,149571.4437837921,3,0,1,124159.54913914058,Germany,Female,0
538,57,9,113179.39267100008,1,0,0,29092.356980173674,Spain,Female,1
368,33,4,4447.989161620037,2,0,0,149139.91853952472,Germany,Male,1
709,72,8,132067.13019147326,1,1,1,129594.99066934873,Germany,Female,0
728,62,8,165846.33854995001,4,0,0,68796.42809989036,France,Female,1
839,45,3,33938.86169886193,1,1,1,94651.6735529199,France,Male,0
825,49,2,6562.863324727286,4,0,0,107017.1146306285,France,Female,0
543,56,6,26570.50240800647,4,1,1,120368.52144204569,France,Female,0
536,62,9,57479.85466389161,2,1,1,137130.38372411323,Germany,Female,0
610,71,6,163501.53708111632,4,1,0,22951.821195292734,France,Male,0
642,53,8,43642.37220386804,1,1,0,95258.93685141306,France,Female,0
561,59,9,131105.10959430473,2,1,0,136561.78876174754,Germany,Female,1
533,27,6,49634.583961674885,4,1,1,32599.74941947082,Spain,Male,1
520,68,4,1164.1420201805142,4,1,0,135021.92336266633,Germany,Male,0
715,52,6,161415.71616714812,4,1,0,93535.62064332844,Spain,Female,0
327,19,4,166556.66283769766,4,0,0,59940.57072053631,France,Male,0
688,48,10,34642.589943189625,4,0,0,67322.24178769419,Spain,Male,1
478,31,8,156390.1474851858,4,0,0,21819.752069697686,France,Male,1
668,45,6,20158.074146323914,1,0,0,44630.98943946423,France,Female,1
730,48,8,86879.05521405827,2,1,1,73633.52335630244,France,Female,0
439,35,3,76676.70214547102,3,1,1,26616.810579287954,Spain,Male,0
500,55,10,190153.17923346403,3,1,0,47333.43779217017,Germany,Female,0
495,25,5,97286.69171757875,4,0,0,83006.79651377833,France,Female,0
449,51,7,67124.96356917106,4,1,1,34251.649536246805,Spain,Female,0
795,58,10,44718.29222246875,3,0,0,24870.6812277946,Spain,Male,1
796,20,7,175390.85779659142,4,0,1,133575.67411995085,Germany,Male,0
615,58,0,57067.69903493425,3,0,1,78598.97850223744,France,Female,0
849,72,3,75274.97472983834,1,1,0,101157.42186600261,Germany,Male,1
358,43,5,134706.25197983123,2,0,1,137309.8825805014,France,Female,0
833,67,5,152906.40597149517,4,1,0,49840.151915537135,Spain,Female,0
762,27,7,132702.94855866703,4,0,0,139470.5989822395,France,Male,1
575,33,2,167772.84620624987,3,1,1,87910.95617082878,France,Female,0
730,49,9,91101.70980638498,3,0,1,119958.42847327802,France,Female,1
383,78,2,106921.01091114183,2,0,1,107625.83151326343,France,Male,0
488,40,8,98768.74282928117,4,0,1,46242.1113072055,Spain,Male,0
794,27,3,58774.209421908876,4,1,1,81179.76427861815,Spain,Female,0
338,66,10,12954.272096567343,3,0,0,26260.177852543675,Spain,Female,1
639,23,6,172966.08614064506,1,0,1,74859.97529661548,France,Female,0
680,74,7,74386.16106779041,1,0,0,48543.34206575865,Germany,Female,0
557,77,3,193924.06823828572,2,0,0,53838.75500577237,France,Male,0
555,69,1,81196.95316538432,1,0,1,102069.09703424569,France,Female,0
438,57,3,89670.02140817224,1,1,0,83407.6171742404,France,Female,1
526,59,5,31878.62169236755,2,1,0,71998.7326555097,France,Female,0
327,46,9,66936.99022062356,4,1,1,64155.86260747713,Germany,Male,0
474,20,2,36928.68955270769,1,1,1,82105.15285790143,Spain,Male,0
572,18,10,146504.7494575044,4,0,1,137079.27717196278,France,Male,0
330,27,9,80450.17766337456,4,0,1,107572.61067501236,Spain,Male,0
813,76,2,183270.27873853582,4,1,0,146042.76289002772,Spain,Male,1
442,73,1,1800.1411727499583,4,0,1,26606.803330254595,France,Male,1
741,69,5,106680.06413010256,3,0,0,40457.5776680211,Germany,Male,1
663,79,5,30349.17875856935,2,1,1,130311.25030608966,Spain,Female,0
494,46,3,172966.18654092652,3,1,0,142648.69663673453,Spain,Female,0
383,40,7,49232.4920064134,1,1,0,149236.80756542526,France,Female,0
741,60,4,198738.4350813662,2,0,1,36354.88621212498,France,Female,0
746,72,2,12990.486816438352,4,1,0,63278.7343664832,France,Female,0
362,57,10,69338.07540585035,4,0,1,148365.50079655106,France,Male,0
453,24,3,170982.17807975376,4,0,0,44287.30612526749,Germany,Female,0
495,44,10,58235.61294978303,2,0,0,52344.222645460875,Germany,Male,0
821,48,1,176373.17246750375,3,1,0,46468.227566923626,France,Male,1
654,28,9,191599.16421124554,3,0,1,80486.80178794752,France,Male,0
796,19,4,185864.91971224183,4,0,0,75057.24520360242,Spain,Male,0
827,77,10,163960.46631795669,2,1,0,81063.63233163477,France,Female,1
644,46,9,50761.06741436768,1,0,0,78299.33061235856,France,Female,1
627,65,6,136480.9421350893,1,0,1,129208.20260225623,France,Female,0
825,22,5,183855.15155024026,4,0,1,121257.89569478022,Germany,Female,0
414,67,2,123489.2264430725,2,0,1,138979.40088960755,France,Female,0
722,77,3,22094.585210948804,2,0,0,68770.34015465449,Spain,Female,0
785,55,5,88007.76110463717,4,1,0,64946.623870169366,Spain,Female,0
462,68,8,81077.802344632,3,1,1,106074.8363905009,France,Male,0
324,50,0,190357.6212940301,1,1,0,66499.68163927703,Germany,Male,0
404,44,9,76870.06686882986,3,0,0,24308.587371175458,Germany,Male,0
379,47,1,131302.12978947264,3,1,0,54068.30626554253,Spain,Female,1
595,58,9,23137.004043594334,3,0,0,107903.07739118546,Spain,Male,0
558,25,3,31772.192828690328,2,0,1,125240.545402143,France,Female,0
782,29,3,115421.92989275645,2,1,0,106945.8295758404,Spain,Male,0
313,62,3,97296.42147219222,1,0,0,103006.34284987819,France,Female,0
530,68,10,41905.88032450309,1,1,1,32422.792687576377,France,Female,1
647,42,5,143984.290434091,1,1,0,82354.45191686228,Germany,Female,1
491,21,8,175815.79765243133,4,0,0,40383.67260503997,Germany,Female,1
465,70,3,114643.42351387297,4,0,1,92267.9801660906,France,Male,1
821,30,6,149834.8222590049,3,1,0,102782.44297859866,France,Female,0
337,73,5,125376.18475170851,4,0,0,144526.44479230721,France,Female,1
630,78,4,93955.00196773825,2,1,1,143496.2187216821,Germany,Male,0
327,45,1,5373.304439164639,3,0,1,40515.38769083907,Germany,Male,0
735,74,2,72332.07843521978,1,1,0,123650.90699005264,France,Male,1
822,41,9,43751.48621402305,1,1,1,74490.28452424088,Spain,Male,0
322,40,3,99835.95130169319,3,1,1,115748.47585191864,Germany,Female,0
710,41,7,195366.83413007692,1,1,0,136995.82082454668,France,Male,1
562,61,10,154550.41729165832,4,1,0,99782.89135528229,France,Male,0
445,23,9,108057.34087496468,2,1,0,34385.956107696475,France,Female,1
767,36,0,30646.39400664535,1,0,0,57388.754109779235,France,Female,1
349,18,7,166373.72296476565,4,1,0,140774.87449674815,France,Female,1
479,55,3,196078.24091861513,4,1,1,48532.911070303395,France,Male,0
769,76,5,97905.33733733612,4,1,1,112743.99130381401,France,Female,1
723,55,3,88657.29671044591,1,1,1,60536.06722566012,France,Male,1
603,20,6,194734.47964159728,2,0,0,79677.65081029218,France,Female,0
470,30,4,154620.29904038753,4,0,0,123431.96224493031,Spain,Female,0
422,67,0,124483.92015866896,3,1,0,88655.06369682857,Germany,Male,0
464,65,2,199835.7492670881,4,1,0,39740.4950472451,Spain,Female,1
554,38,8,24734.527490971668,2,1,1,49354.37736687283,France,Female,0
414,49,3,2165.6601321584644,1,1,1,117887.69018966214,Spain,Female,0
705,52,7,69319.2458527407,2,1,1,21367.692084558406,Spain,Male,0
453,63,3,111174.93836534291,3,0,1,49330.22809711713,Spain,Male,0
610,36,5,11443.697541063137,4,1,0,66912.75032123682,Germany,Female,0
805,75,10,83765.87588054656,1,0,1,23817.267178983504,Germany,Male,1
508,30,9,37417.646230641454,3,0,0,126512.51421276439,France,Male,0
795,45,3,6004.529068937448,4,1,1,61407.548978557475,Spain,Female,0
667,50,8,25906.63579849397,2,0,1,30793.587385843297,France,Male,0
592,46,8,152667.1760585965,1,1,0,66542.84932164755,France,Male,1
849,37,6,82566.2839565776,1,1,1,22730.63061945237,France,Male,0
683,41,7,52560.17545762781,3,0,1,127317.86032241456,France,Female,0
453,32,0,82159.30705758989,4,1,1,123303.80304120343,France,Female,0
522,38,8,183524.29399133177,1,0,0,113503.37044575378,France,Female,1
831,26,4,164186.98137977291,2,0,1,67713.2985369231,Spain,Male,0
383,36,3,140345.40680062026,1,0,1,112076.6546524577,Germany,Male,0
816,41,3,183466.78402924788,3,1,1,43874.687761550296,France,Male,0
812,75,6,43830.27448879704,4,0,1,101712.29855275966,France,Female,1
417,28,10,71135.19362194874,2,1,0,128414.12834745376,Spain,Female,0
746,49,1,155189.7775411669,1,1,1,118860.06500629356,Germany,Female,0
650,24,4,133179.36336845066,2,1,0,54072.05724008133,France,Female,1
494,61,7,142610.8792052575,2,0,0,29381.79459807525,France,Female,1
520,79,10,122028.60901510579,4,0,0,147170.7332284734,Germany,Female,1
427,40,9,155426.810613154,2,0,1,98048.78718282493,Germany,Female,1
527,35,1,139632.60736073105,1,1,1,91838.28090110309,France,Female,0
781,74,3,79901.7186574333,1,0,0,71739.83044578815,Spain,Male,0
368,62,4,141168.61237276669,2,1,1,66611.94241205812,France,Male,0
454,77,2,108600.8508456255,3,0,0,143831.0789407469,Spain,Male,1
516,46,5,14444.314551101445,4,1,1,113347.76596392576,France,Female,0
683,48,2,45222.3821268517,4,0,0,42865.036168352206,Germany,Male,0
763,40,0,149249.17038537245,4,1,0,111030.51519404804,Germany,Male,1
666,72,0,132237.78651111186,2,1,0,53513.69118555048,Spain,Female,0
428,35,7,74201.67741295816,4,0,0,114582.18060471547,France,Female,1
763,75,0,152133.38886976457,1,0,0,82990.69802762748,Germany,Male,0
464,43,3,32934.98410340416,1,1,0,38157.28516970142,France,Male,1
515,76,3,37603.43071071557,3,0,1,70066.2312434327,France,Female,0
494,58,2,65159.9437940984,3,0,1,127597.92614501377,Spain,Female,0
326,51,2,36781.90717511705,2,1,0,120501.49985244748,France,Female,0
564,42,2,182586.44745948634,1,0,0,134323.39207146835,France,Female,0
827,66,8,102090.04693524879,4,0,1,115969.85162056936,France,Male,0
804,42,5,36120.5012560277,3,1,0,112853.05250025792,Spain,Female,0
523,27,2,28541.533842783683,2,1,1,68552.3195232214,Spain,Female,0
427,75,3,56091.99877849267,4,0,0,41944.25808855851,Germany,Female,1
689,18,10,92948.75685989301,4,1,1,141342.8895914784,France,Female,0
433,26,3,118156.70465092796,3,1,1,58865.61363185937,Germany,Female,0
800,20,9,105186.70293456216,4,1,0,111888.37026526769,Spain,Male,1
394,61,3,176226.88278962375,4,0,1,44347.44873306426,Spain,Female,0
661,73,7,29100.38893640865,1,1,0,77039.56445252584,France,Male,1
665,71,2,33364.06718320146,3,0,0,98633.63681307099,France,Male,1
443,68,1,83587.54138518305,2,0,0,81198.68805830335,France,Female,0
517,66,3,157799.09073016746,1,1,0,125712.79156988589,Spain,Female,1
686,51,4,66823.85392968764,3,1,1,90047.4786998309,France,Female,0
596,30,4,171070.4478010133,1,1,1,52013.45588881965,Germany,Female,0
529,34,2,68469.28279119027,3,1,1,59705.322204711054,Spain,Male,0
829,58,9,135934.47402017273,4,1,0,114395.7626668552,Germany,Female,1
744,71,6,172066.49376587148,3,0,1,39064.804020479605,Germany,Male,0
828,41,0,177594.78859267518,2,1,0,31129.378417091448,France,Female,1
653,20,5,122034.18352839701,4,0,1,74243.00253266425,Germany,Female,0
400,43,9,37818.30410075608,2,1,0,36889.03770949761,France,Female,0
320,62,8,88459.85492591193,1,1,1,96396.65074111968,France,Female,0
835,68,10,138840.77781253034,3,1,0,112407.2655297981,Germany,Male,1
770,48,4,151841.539542609,3,1,1,67315.30795987192,France,Female,0
371,68,4,71051.3979120571,3,1,0,103995.51187077003,Spain,Female,1
357,75,4,151951.4756336131,3,0,1,100389.88385833101,Germany,Female,0
306,78,8,178761.40507749884,4,0,0,95100.43073226072,Spain,Female,1
567,79,0,55820.959107911025,2,0,1,125401.49523524135,Spain,Male,0
613,40,0,164868.8535165874,3,1,1,112861.60859108593,France,Female,1
657,49,10,140032.42496265413,3,1,1,122175.04531773449,Spain,Male,0
564,28,9,25307.37668376375,3,1,1,71168.27331131554,France,Female,0
490,65,10,73254.77581683797,2,1,1,133902.65272475433,Germany,Male,0
617,74,4,56044.03072214075,1,0,1,138570.68827300024,Germany,Male,0
696,23,8,69203.79988819672,4,1,1,120321.4838690982,France,Female,0
595,78,5,6341.615178312443,3,1,0,27879.1231378542,France,Male,0
385,66,0,17324.045801912715,2,0,1,101142.01175002797,Spain,Male,1
839,29,10,169894.01203047246,2,1,0,140537.06446301925,France,Male,0
605,23,0,123834.24199946204,2,1,1,126732.1179642076,France,Male,0
607,29,3,145684.2596067555,3,1,1,42184.579668601116,Germany,Male,0
515,27,1,135724.77134805568,3,0,1,138333.31231175794,France,Male,0
615,67,5,12002.163771217545,2,1,1,118538.29100674971,Germany,Female,1
781,72,5,7491.253480027038,4,1,1,97181.64602143646,Germany,Female,1
426,35,8,26199.734567268097,1,0,0,117855.36168216968,France,Female,0
720,25,3,104776.00498027528,3,1,0,91831.30394194988,Spain,Male,0
849,47,9,156365.5425297824,3,1,1,114951.79678076819,France,Male,1
767,59,7,141016.07837906474,3,0,1,135607.759340388,France,Male,0
414,32,3,120310.7299287036,1,0,0,97074.82116279668,Spain,Female,1
560,43,3,124321.3195174164,2,1,1,97378.36057546109,France,Female,0
745,51,0,102932.70774839603,3,1,0,72348.16287183203,Spain,Male,1
717,21,8,432.02082480036097,3,1,0,60116.74819944836,Germany,Female,0
748,36,4,143741.79861283663,4,0,0,117360.47953371472,France,Male,1
743,65,1,136565.83408794837,3,1,0,42027.670812962126,Germany,Female,1
753,61,1,145915.85105691815,4,1,1,38116.59422277997,Germany,Male,0
703,32,2,86948.42275391067,3,1,1,108536.63029624276,France,Female,0
579,21,6,4082.6901370258684,1,1,0,79777.6307907574,France,Female,1
794,49,10,76367.1129791525,1,1,1,115328.96606000587,Germany,Female,1
454,18,10,22247.840769327955,3,0,1,118188.76657615803,France,Female,0
402,28,7,74120.28063619653,2,1,0,23662.275346831466,France,Female,0
782,34,4,98776.34107585001,3,0,1,149815.43585392955,Spain,Male,0
434,76,7,59891.02125226087,1,1,0,147434.0113390821,Spain,Female,1
367,75,9,192965.89002062957,2,1,1,34614.726161305305,France,Female,0
465,32,2,16561.8057938105,2,0,0,142631.84767157692,France,Male,0
565,67,4,129244.70556493588,1,0,1,111238.88729480273,France,Male,0
450,30,3,188112.25749452724,1,1,0,90391.97434102024,France,Female,0
522,18,7,180450.99387533704,4,1,1,80711.86028148916,Spain,Male,0
552,73,6,101618.73154855752,2,0,0,79613.20140109501,Germany,Male,1
503,18,1,64281.00003523174,1,1,0,138787.0449839883,France,Male,1
698,46,5,55147.261327106455,4,0,1,145197.47374404874,France,Female,0
445,75,5,116059.10261705416,3,1,1,137190.30047737982,Germany,Female,0
632,63,5,65488.24669029969,3,0,0,62370.686373900564,Spain,Female,0
403,20,5,160542.81655202046,4,1,0,29055.750672111448,Germany,Male,0
489,56,0,189648.41691616928,4,0,0,46078.27281488827,Spain,Female,1
582,32,5,128784.66956187316,4,0,1,120878.73727041979,Spain,Female,0
538,25,3,177174.70346251669,4,1,0,33091.53527073788,France,Male,0
423,26,0,73411.62430613923,3,0,1,94352.54673402008,Germany,Male,0
777,28,10,115050.64801862206,3,1,0,125444.47786746314,Germany,Female,1
592,28,0,141120.52324573993,4,0,0,140123.15396599245,France,Male,0
829,56,9,41086.786996148985,3,0,1,32798.823016196766,France,Female,0
810,50,10,192387.33627847227,4,0,1,125770.25677914104,Germany,Female,0
758,72,5,87691.45610828271,2,1,1,37480.23029401251,France,Female,0
406,44,6,100779.64088056932,2,0,0,113202.56274243101,Spain,Male,1
383,72,4,60738.32460083224,4,1,0,89655.10063295468,Germany,Male,1
624,34,1,114042.06121464458,1,1,0,81173.93261529444,France,Male,1
533,59,1,145875.5155749407,1,0,0,38849.74202898669,Germany,Male,1
801,31,10,137930.79281518498,1,0,1,141300.29309734894,France,Female,0
605,24,4,199548.61228875536,1,0,0,28841.1250713438,Germany,Female,1
387,73,6,58588.42268554567,3,0,0,94309.80932179622,France,Female,1
325,30,8,94848.30235406099,1,1,0,44265.09352578338,Spain,Male,0
421,38,2,191606.903937922,2,1,1,115696.38951403747,Spain,Female,0
405,40,0,165866.9183264312,2,0,0,96388.93635554054,France,Female,1
338,70,4,151076.25776963137,1,1,1,112275.9935591475,France,Male,0
