CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
714,37,1,95035.19458536316,3,1,0,142856.3455472086,France,Male,0
314,41,3,141725.4204104625,4,0,0,84413.2482845783,Spain,Female,1
623,46,7,19121.25682784156,4,1,1,56134.618600641064,Germany,Male,0
476,27,8,42160.38058579712,4,0,0,40200.10184684165,France,Female,1
554,55,10,100323.4082372506,1,0,1,145436.09065458077,Spain,Female,0
466,24,3,117008.40962894847,4,1,1,83227.37440283193,Spain,Female,0
413,46,8,68132.33830759078,4,0,0,122644.78845653427,France,Male,0
562,24,0,41835.08344656417,1,1,1,133175.0650139824,France,Male,0
300,57,9,109793.95178236393,3,0,0,116472.5099216731,France,Male,0
389,72,5,191570.5855513655,2,1,1,145930.69710985094,France,Female,1
760,31,3,149778.04546375462,3,0,0,48368.6888866435,Spain,Female,1
478,39,6,127434.01989359317,2,1,1,105530.65803766451,Germany,Male,0
504,61,2,180362.43464311975,3,1,1,103569.52112181521,Spain,Male,0
849,63,10,122950.71823490779,4,1,1,58107.753199462415,France,Male,0
763,40,10,199220.81771870915,2,0,1,115185.04364706512,France,Male,0
633,29,6,162277.24471759915,3,1,1,115076.93875819661,Spain,Female,0
789,74,6,6596.812090920512,1,1,1,80667.61140542594,Germany,Male,1
389,79,6,60793.92085881965,1,0,0,116325.25429094891,France,Female,1
344,34,9,141985.31333908055,1,0,0,65303.27389736325,Germany,Female,1
829,63,9,135934.47402017273,4,1,0,114395.7626668552,Germany,Female,1
824,70,7,95441.69839065168,2,0,0,55985.3718182145,Germany,Female,1
356,67,3,45613.8641265919,1,1,0,117297.39420529341,France,Male,0
606,55,4,125149.26923894802,1,1,0,76125.12578153961,France,Male,0
606,57,5,18550.75853157735,3,0,1,45284.52924625932,France,Female,0
473,67,10,174023.44096145435,3,1,1,133249.60016058653,Spain,Female,0
784,74,3,84330.8013643677,3,0,1,82271.02214481586,Germany,Female,0
703,47,4,20190.30362555112,4,0,0,61837.39460578325,France,Male,1
656,27,1,24795.598872000002,1,0,1,44865.47896125866,Spain,Male,1
402,36,9,101762.55118420014,4,0,1,54861.11713487091,France,Male,0
429,27,9,190587.67808525235,1,0,1,95526.36640333533,France,Female,1
584,68,6,179737.80383878606,1,1,1,28248.10495933122,France,Female,0
564,26,2,83782.8136591923,2,1,0,90336.32955208853,France,Male,1
408,65,9,93211.60366376753,1,1,1,138770.70815798044,France,Male,0
774,58,8,16336.41325191868,3,0,1,137863.18939129505,Spain,Male,1
460,66,5,48686.185001960555,4,0,0,124528.35940844682,France,Male,1
449,40,9,23573.99275491865,4,1,0,23786.768152902565,Germany,Female,0
458,26,7,146082.3810275596,2,1,1,129775.9364642952,Germany,Female,1
607,68,3,104699.67685770844,3,1,0,101100.8866993016,Spain,Male,1
420,38,10,74612.42937168779,2,0,0,148809.28179131832,Germany,Female,1
639,41,4,6947.556529188614,1,1,1,61568.08813969553,Germany,Male,0
761,45,5,100824.98310757251,3,0,1,130122.64471361022,Germany,Female,0
514,56,9,154082.7973734817,3,1,0,110733.22307236907,France,Female,0
846,38,2,11004.847114266659,1,0,1,65235.4798443932,Spain,Female,1
791,64,7,86512.06010386867,3,0,0,91425.86740378753,France,Female,0
534,80,7,197819.27549138453,4,1,0,84055.50763049576,Spain,Male,1
664,35,1,94275.81218955862,4,0,0,116770.47447769187,France,Male,0
578,75,5,64331.02540656401,3,1,0,50163.98109989573,France,Male,0
678,24,3,95201.09594649276,3,0,1,92962.78259931196,France,Male,0
661,66,4,122054.00566164206,2,1,1,149025.58992117667,Spain,Male,1
421,80,3,6218.922764932855,1,0,0,66443.79063181137,Spain,Female,1
386,74,6,145733.77635252607,4,1,0,87664.2128715223,France,Male,0
771,65,0,149082.74672479517,2,1,1,65179.21142677976,France,Female,0
354,80,0,117311.12286843461,4,1,1,120211.65279052065,Spain,Female,1
612,72,3,131315.4510847192,4,0,1,82150.38975053072,Germany,Male,0
846,73,5,155752.52166939963,3,0,1,120083.89857425734,Spain,Female,0
744,67,3,33427.67235565125,3,0,0,69318.44698709784,France,Female,0
742,37,4,163729.40712015907,1,1,1,78782.2064107504,France,Female,1
788,57,1,142370.04457526124,4,0,1,60692.98334951232,France,Male,0
397,80,6,71176.4045895919,2,0,1,83791.38583093481,France,Female,0
405,67,8,136187.676044927,2,1,0,136224.4688109295,Germany,Female,0
430,57,9,24280.69996854927,2,1,0,61711.08890859534,France,Female,1
338,71,10,12954.272096567343,3,0,0,26260.177852543675,Spain,Female,1
559,55,6,108490.0318202502,4,1,1,98328.01313023221,Spain,Female,0
381,60,7,171899.45019309595,4,0,1,146551.7177656665,France,Female,0
479,55,6,3307.1956386418133,3,0,1,76566.73416180501,Spain,Male,0
637,71,1,61090.2546709186,2,0,0,73555.64613643184,France,Female,0
445,28,9,108057.34087496468,2,1,0,34385.956107696475,France,Female,1
821,53,1,176373.17246750375,3,1,0,46468.227566923626,France,Male,1
528,49,6,64510.98618922908,1,1,1,112516.51069213635,France,Male,0
488,65,5,183232.58656523106,1,1,0,42359.942644946,France,Female,1
702,32,6,197412.76084697488,2,1,0,134854.86985449717,Spain,Male,1
825,50,2,139398.0308443585,3,1,1,71185.22516701948,Germany,Male,0
588,80,9,46950.15200391586,4,0,1,76460.01876584947,Germany,Female,0
310,36,6,93167.72778384919,4,1,0,59420.50201541556,France,Female,1
440,61,9,29393.16820170823,3,1,1,88281.08190587463,France,Male,0
451,67,7,107289.04107030705,1,1,0,116143.45424442907,Spain,Female,1
567,71,2,23995.061631860004,1,1,0,103299.11184254833,Spain,Female,1
614,38,10,132224.2015324299,1,1,1,136709.10466992564,France,Male,0
390,80,7,85839.21252491922,1,0,1,135316.2985821112,Germany,Female,0
370,47,5,78846.24365516206,3,0,1,60699.4615182943,France,Female,0
530,30,5,82004.30466241286,1,0,0,101524.12774697,France,Male,1
449,51,2,21259.42306234356,2,0,0,109416.49273877562,Germany,Male,1
681,80,8,83680.09580245258,2,0,1,70982.98836401626,France,Female,0
619,30,4,142955.4730869246,4,1,1,96776.40574979794,Germany,Male,0
623,75,9,143232.37692134408,1,1,0,54031.247804272905,France,Female,0
486,72,7,172179.08974424598,2,0,1,120108.8170674989,France,Female,1
509,71,5,123288.0284935308,1,0,1,41606.073757620004,Spain,Female,1
786,80,3,129484.57979172656,2,0,1,140427.3867692483,France,Female,0
465,79,0,18871.981652127888,2,0,0,74164.96795273846,France,Male,1
369,37,3,196774.59690896215,3,1,1,93923.61718876871,Spain,Female,0
310,72,5,17480.377178590457,1,1,1,36033.057940301354,Spain,Male,1
572,75,5,42238.31177811301,3,0,1,119495.05550195953,Spain,Female,0
633,56,1,77180.821173979,4,0,0,121402.53317130945,Spain,Female,0
814,32,4,141127.45887364793,2,0,0,53872.864240525596,France,Female,0
428,80,0,151410.16691137664,2,0,0,100755.29360676267,Germany,Female,0
640,36,9,174280.7582852326,4,1,1,78509.93042911109,Spain,Female,0
582,37,5,128784.66956187316,4,0,1,120878.73727041979,Spain,Female,0
479,72,1,165939.01298657095,2,1,0,97190.95201330862,Spain,Female,1
719,54,5,100867.3682909254,1,1,1,138659.12339426213,Germany,Male,0
388,35,1,127121.79930903396,2,0,1,54823.808645054276,Spain,Female,0
783,78,9,185148.36895535197,2,1,1,57297.08676290015,Spain,Female,0
701,56,9,8648.604995853071,1,1,0,49837.1768904686,France,Male,1
302,27,6,140522.8819188278,2,1,1,68947.44608706638,France,Female,0
775,24,5,65302.25460602037,1,1,1,43731.07036440194,Germany,Male,0
694,63,2,56853.73859891043,4,1,1,26291.64589984939,Germany,Female,0
833,76,1,45510.28551325809,2,0,0,90837.30975237924,France,Male,0
715,48,4,193091.4286356293,3,1,0,120114.4016732439,Germany,Male,0
479,24,2,17377.987513209624,4,1,0,112958.99726288204,France,Female,1
478,26,4,53406.46754429903,2,1,0,48804.04001849084,France,Female,0
659,23,1,115686.48760403988,1,0,1,110748.97251080003,Spain,Male,0
436,79,8,172927.27459221,2,1,0,78789.02307979806,France,Female,0
668,65,1,96287.86307115904,4,0,0,115328.62934204498,France,Female,0
408,67,7,155982.51570882383,2,0,0,115481.72813531279,France,Male,1
728,64,1,66130.66121199456,4,1,1,24405.26484651231,France,Male,0
481,40,7,64584.512182134815,1,1,1,71713.65114292932,France,Female,1
464,68,1,118029.51620257006,2,0,0,121082.04500189335,France,Female,1
829,35,1,147031.7595838801,4,0,1,39315.12514054116,Spain,Female,0
425,80,8,184872.79233713797,3,0,0,57709.47485345789,Spain,Female,0
678,73,10,135026.48592064367,2,0,1,103019.4085578657,France,Female,1
712,37,9,43021.376158957515,1,1,0,149585.4564049491,France,Male,1
423,72,10,96894.26487547156,3,0,1,27890.224891487152,Spain,Female,0
409,62,9,63870.523090161834,4,0,0,51122.16855950281,France,Female,0
521,34,0,191574.4669683339,1,1,1,48460.55348806546,France,Female,1
491,38,2,7407.621598874825,1,1,0,25137.27889699083,Germany,Female,0
846,70,1,121404.28567413281,3,1,0,127248.47238654975,Spain,Female,1
691,77,9,89330.2861012279,1,1,1,112058.86331042048,France,Female,1
782,36,3,91787.93218703612,2,1,0,128096.55012253115,France,Female,0
626,50,0,147490.69432362306,1,1,0,68200.3281419451,Spain,Male,0
451,64,1,23221.383970976818,3,0,0,139794.3738589163,Spain,Female,0
330,36,9,198769.61257107687,3,1,0,115703.55795902114,France,Male,1
564,47,2,182586.44745948634,1,0,0,134323.39207146835,France,Female,0
823,62,7,30346.63462004179,2,1,1,63374.32668021459,France,Male,0
663,72,5,193792.78860808891,2,1,0,53988.17601544847,France,Female,0
774,56,6,101019.81234989151,3,1,1,54004.62289675494,France,Female,0
801,41,10,2199.2578551242705,4,1,0,113042.21539295468,France,Male,0
520,50,9,135002.1385361669,1,1,1,25659.31734300431,France,Male,1
710,55,2,105466.24094619193,3,0,1,62913.71808108539,Germany,Male,0
820,64,6,158835.99297572623,1,0,1,137522.80681266097,Spain,Male,0
595,29,10,104387.13355822062,4,1,1,113553.5121732966,France,Female,0
721,35,8,52919.890829943375,2,0,0,139818.78733519066,France,Male,0
681,23,2,12399.987667621604,2,0,0,28807.323992932565,France,Male,0
406,31,3,174640.88795453688,2,1,1,60791.69883666849,France,Male,0
638,29,7,184114.398628417,1,1,0,21481.80567984791,France,Male,0
767,41,0,30646.39400664535,1,0,0,57388.754109779235,France,Female,1
480,47,8,99803.56676579172,2,0,1,112280.44350786127,Germany,Male,0
720,55,1,15705.53831835666,2,0,1,119679.93384310891,Germany,Male,0
386,60,3,59917.94182665422,4,1,1,114910.2203380767,Spain,Male,0
823,26,10,105423.61811368086,4,0,0,135241.85727887304,France,Female,0
529,32,8,5485.753753289213,3,1,0,116974.76797261243,Spain,Female,1
813,67,7,120975.69615008806,4,0,0,64337.122204076724,France,Female,0
470,32,7,58428.77044105952,2,0,1,118321.84536491818,Spain,Female,0
846,49,9,195889.22490626317,3,0,1,85686.0799366855,Germany,Male,0
364,44,10,138389.04717950974,2,0,0,137308.14184756717,France,Female,1
316,32,6,100318.99999159508,1,0,1,30871.966431802102,Germany,Female,0
404,51,5,191457.12179320512,3,0,1,112576.55610101752,Spain,Male,0
366,43,2,165149.2964534676,4,0,1,24599.93678423136,France,Male,0
521,80,7,164313.70019475964,2,1,1,103018.12767423753,Germany,Female,1
666,34,8,173200.30605176007,4,0,1,94241.94947266049,Germany,Female,0
456,80,9,101456.55433174447,1,1,1,54681.01937121921,France,Male,0
548,80,8,183201.38453921714,4,1,0,102187.40314678173,Germany,Male,1
630,47,4,148687.21835552584,2,0,0,69977.86924562432,France,Female,0
373,52,4,34671.50781087318,4,0,0,43049.68195674398,Germany,Female,0
708,45,0,115933.78259552551,1,0,1,116236.83297986664,France,Female,1
749,27,10,93651.22491481122,4,1,0,109980.03229785063,Germany,Female,1
667,63,8,144509.83728921512,1,0,0,54757.15698454342,Germany,Male,1
441,58,4,177811.2833909748,4,0,1,24240.926768135367,Spain,Male,0
800,29,6,141786.78049665783,1,1,1,67003.02688676387,Spain,Male,1
685,29,5,151718.2912196767,3,1,1,101984.9310536879,Germany,Female,0
617,76,1,103183.10439216705,3,1,1,52313.94058562047,Germany,Female,0
749,80,10,551.9297010561975,3,1,1,61573.0939378688,France,Female,0
722,55,5,118449.76307787019,1,0,1,40292.749728635084,France,Female,1
419,62,8,115106.30324072797,2,0,0,32056.61412658033,France,Female,0
619,49,6,75312.06631248356,3,1,0,37843.957912009304,Germany,Female,0
312,25,8,85345.15597467874,3,0,0,73741.63466971199,Spain,Female,1
738,29,10,197332.18098221518,4,1,1,43603.777126459274,Germany,Male,0
408,39,9,82442.66280737429,4,1,1,44454.97216286561,Spain,Female,0
527,68,0,180216.88484213623,1,1,0,22604.99129068294,France,Male,0
395,38,7,55268.80147910948,1,1,0,94137.40129358532,Germany,Female,1
528,80,2,112703.20384139197,1,1,1,76441.15367326487,France,Female,1
736,34,9,26881.225377557817,3,1,1,20841.838025606925,Spain,Female,0
810,77,5,84878.24169448542,3,1,1,53607.51468681328,Germany,Male,0
546,56,8,43612.51457081399,2,1,0,100878.55203013441,France,Male,0
547,80,9,86916.72699180599,4,0,1,52739.31026171663,Spain,Male,0
799,68,1,119006.17066830264,2,1,1,62261.92453179961,Germany,Female,0
458,63,2,105187.3750028086,1,0,1,112359.56460526666,France,Female,0
382,75,9,82593.318552928,3,1,1,136688.55652181787,France,Male,0
510,50,1,153324.85444258258,3,0,1,36618.02019778824,Germany,Male,0
329,57,10,145582.81931438815,2,0,1,91260.38776682955,France,Female,0
703,67,9,134837.48216173102,2,1,0,59361.292130997404,Spain,Female,1
318,66,4,46075.10758035243,1,0,1,95625.35540912185,France,Male,1
373,35,0,177922.89358579597,1,1,1,149617.56954780937,France,Female,0
631,77,5,109184.09027849423,3,1,0,24236.158700747,Spain,Female,0
682,62,4,146015.8052990032,1,1,0,113879.72980898227,France,Female,0
532,49,2,85827.51819105583,1,0,0,148693.3809758748,Germany,Male,0
605,68,0,198841.59798121007,2,1,1,54826.02042424547,France,Male,0
509,78,10,103337.13120742212,1,0,1,48999.52578112093,Germany,Female,0
674,80,6,55854.678820006964,1,0,0,21927.571826029183,Germany,Female,1
690,46,8,198547.4381554285,1,0,0,26421.998257032334,France,Male,1
447,30,10,21158.448958307275,4,0,0,73787.09759452191,Germany,Female,0
591,33,6,142785.58963706114,2,1,0,43216.88068430958,Spain,Male,0
389,35,7,99400.19164693725,1,0,1,130866.05893718131,Spain,Female,1
486,32,3,180651.54826812365,1,1,1,54603.044135810065,Germany,Female,0
455,48,2,124788.84335919208,2,1,0,112588.2235595778,Spain,Male,0
531,40,10,132501.8272004363,3,0,1,100729.79833213626,France,Male,0
605,36,5,169443.08132616358,4,1,0,132021.7342811477,Spain,Female,0
469,23,5,154441.29033831265,4,0,0,87166.82906381803,Spain,Female,0
412,36,8,162579.20743658862,3,1,0,116222.59662450313,France,Female,1
462,73,8,81077.802344632,3,1,1,106074.8363905009,France,Male,0
429,49,2,23841.782282791348,3,0,0,120309.05677471285,Spain,Female,0
482,25,7,146271.20961914374,3,0,1,40556.415017014704,France,Male,0
756,63,8,19153.072021298965,3,1,0,20975.071555967108,Germany,Female,0
527,63,10,54518.611196719125,3,0,1,148267.97745623247,Germany,Male,0
300,68,1,199901.7591327549,3,0,1,106444.37953820206,Spain,Female,1
731,80,8,129873.33622756299,4,1,1,133409.72230993467,France,Female,1
375,38,0,87585.72069078218,3,1,1,39551.78019975369,France,Male,0
400,29,2,153086.12437560558,3,0,0,24736.403498763368,France,Female,1
760,26,7,86079.06537486316,4,0,1,100054.90843603172,Germany,Male,0
472,57,8,156004.15125539858,3,1,1,109658.90022543372,Germany,Female,0
307,35,3,93417.54866586538,4,1,1,111640.3367501518,Germany,Male,0
364,23,0,139057.84445412588,1,1,1,49871.56828595445,France,Male,0
392,38,1,158225.0633716033,2,0,1,51153.44059383221,France,Female,0
759,33,2,98302.45144525032,1,1,0,84211.14500804321,Germany,Female,1
462,65,1,33559.85343263168,4,1,0,125560.21369107082,Spain,Male,1
443,48,10,16305.2183744109,2,1,1,42402.9745135567,Germany,Female,1
775,36,5,130784.89801346281,4,0,0,74926.8380661202,Germany,Male,1
635,24,2,189223.89399990355,3,1,0,97531.67212005825,Germany,Female,0
628,75,0,107241.83421366669,4,1,0,96880.31567188792,France,Male,0
573,36,7,43642.57703314744,1,1,0,61174.786064517015,France,Male,1
725,70,3,65359.90095989477,4,1,0,37756.03536246964,France,Female,1
431,52,5,137196.27185864846,4,1,0,92682.86231376369,France,Male,0
830,43,5,7834.741416438118,1,1,0,77519.25253616416,France,Male,1
342,69,10,89202.34968682448,3,0,0,33425.70663591089,Germany,Female,1
761,76,5,25886.51423747956,4,1,0,63544.383180673496,Spain,Female,1
417,47,10,12059.520271509939,3,0,0,116840.39743355938,Germany,Male,0
620,36,4,121708.28780300252,2,0,0,98279.52893187772,France,Male,1
558,65,8,18134.930122589798,4,0,1,122469.98291278972,France,Male,1
550,80,10,167699.44358229503,2,0,0,123927.40981142462,France,Female,1
495,74,3,56530.99284549283,2,0,0,24632.338028071452,France,Male,1
369,42,1,148485.66074561208,1,0,1,58426.55336351101,France,Female,1
346,80,10,133402.97988039724,2,1,0,24086.80006919853,Spain,Female,0
591,31,9,46832.55033474729,2,0,1,68334.68656185664,France,Female,1
734,62,10,8993.301590260993,2,0,1,139127.52831671346,France,Male,0
650,75,8,101998.36555925656,2,1,0,145941.45586942643,France,Female,1
692,62,6,144243.11811122962,3,1,1,31120.579070895175,Germany,Male,0
704,35,2,98074.17449977274,3,1,1,30770.120915337346,France,Male,1
311,63,4,62518.72013554865,3,1,0,40507.702445635834,France,Male,0
488,25,8,82596.02909428928,1,1,1,98284.2921359881,France,Male,0
599,74,1,173856.22367303495,2,1,0,37655.06378791056,Germany,Male,0
311,58,2,164569.78110448882,3,0,1,33244.06743106217,Germany,Male,0
802,54,6,6198.515988166964,1,0,1,93921.08165469416,Germany,Female,1
524,78,5,190901.76145432758,3,1,0,57437.601421196145,Spain,Male,0
372,34,9,55224.5566688053,4,0,1,80021.10358252251,Spain,Male,1
784,66,4,169676.4607977313,1,1,1,133036.8414909403,Spain,Female,0
775,80,8,1401.978498436507,1,1,1,56149.60058410555,France,Female,1
467,68,9,68229.0693617984,1,1,1,124013.83209748415,France,Female,1
328,75,5,63269.85755260644,3,0,0,105382.60640705543,France,Male,0
519,30,0,60807.89237811284,4,0,1,62837.297499362336,France,Male,1
406,56,7,21903.49838847183,4,0,1,85997.38520907036,Spain,Male,0
302,23,6,22356.859820988408,4,1,0,122462.94080624185,Spain,Male,0
381,65,2,21650.899290263736,4,0,0,88056.72774903361,France,Female,0
457,61,4,146716.15777718762,3,0,0,68693.86857597966,France,Female,1
412,59,9,15802.054041369161,2,1,1,71956.68747935651,Germany,Male,0
825,71,1,18207.93384194761,4,1,0,98683.84492100452,Germany,Male,0
582,56,9,159567.8469557415,2,1,0,74321.82288090067,Spain,Female,0
357,80,10,78615.57665333974,3,1,0,138990.95849141723,France,Male,1
485,29,9,171337.78079886592,1,1,1,47668.22509640136,France,Female,0
300,31,4,36794.35214876674,3,1,0,101164.6179265284,France,Female,1
756,69,1,171455.32720825792,2,1,1,73531.97389017296,France,Male,0
675,71,4,97142.20135787605,4,1,0,94310.5013639683,France,Male,1
458,31,8,141976.28932173402,4,1,1,73600.39643912464,France,Male,0
300,47,5,103897.4063481249,2,0,1,107187.49506238378,France,Female,0
440,79,7,193711.73830546826,4,1,0,135975.74750374557,Spain,Female,0
765,71,0,22215.392910156108,4,1,1,125293.2659703781,Germany,Female,0
620,68,10,177661.99329618228,2,0,0,57393.670689181185,France,Female,0
621,53,6,29746.866616476276,4,0,1,33682.92976655434,Germany,Male,0
816,26,8,25905.225350843408,3,0,1,106400.52827262468,Germany,Male,0
436,31,2,169667.72999290205,1,1,1,25785.105751568408,Germany,Female,1
623,28,1,23392.076369229664,3,1,1,46345.641270996595,France,Male,0
552,31,7,49943.28272700053,2,0,0,41610.033251955654,Spain,Male,1
758,73,9,126209.3897992363,2,0,0,81655.29486061372,France,Male,1
353,28,9,72308.08309968468,2,1,1,63788.78300768791,France,Female,0
655,23,4,66967.07057792124,3,0,0,121211.62205013976,France,Female,1
439,40,3,76676.70214547102,3,1,1,26616.810579287954,Spain,Male,0
605,33,9,31609.71652031961,1,1,1,49487.15518413059,France,Male,1
669,63,8,103833.53777691242,2,1,0,126009.73881003674,Germany,Female,0
528,80,7,31548.123160851537,2,0,0,48504.64424750599,Germany,Male,0
429,30,10,108800.66475110415,3,1,1,113964.48778259609,France,Male,0
367,51,8,160370.4816781207,1,1,1,104944.22667397633,Germany,Male,0
684,80,6,139031.44943761613,3,0,1,69703.0867600296,Spain,Male,0
712,80,2,42289.78788111264,2,0,1,33670.685323128506,Germany,Female,0
803,24,5,42763.68227198144,4,1,1,115671.9017420943,Spain,Female,0
307,80,8,4372.710518275747,2,1,0,92577.74267362051,Spain,Male,1
638,65,1,152428.0709118079,3,1,1,62033.91522307898,Spain,Male,0
781,36,7,42514.631634645506,1,0,1,122507.78238055731,Spain,Female,0
561,30,4,42923.68724173834,3,1,0,123667.75382552901,France,Female,1
461,72,5,68507.0138296598,1,0,0,108994.30191447861,France,Male,1
454,54,8,9281.057792199921,1,0,1,98940.82225638886,Germany,Female,0
404,67,10,63532.24570589946,1,0,1,103341.4285005491,France,Male,1
587,37,2,85218.52335547308,1,0,0,68834.92985489653,Germany,Male,1
648,60,5,121862.26467109667,1,1,0,68427.32492086968,France,Male,1
479,55,3,143403.48027295322,4,0,0,79045.74679013525,Spain,Male,0
613,64,4,109183.73807500621,3,1,1,106476.67372377194,France,Male,0
719,26,6,147650.4087153847,3,0,0,80265.6075261796,France,Male,1
383,67,7,125442.3838090705,3,1,0,114467.81390848817,Spain,Female,0
313,31,8,84680.44336668703,1,0,0,91660.26700016159,France,Female,0
840,50,0,46386.761052666945,2,1,0,46449.486117835346,Spain,Male,1
626,25,2,76115.52558725695,2,1,1,23684.589889612063,Spain,Female,0
794,41,4,29059.470735175364,3,0,0,33883.89719821708,Germany,Female,0
777,73,6,95563.46167073418,3,1,0,125470.27984370074,Spain,Male,1
845,79,5,99732.00416373089,4,0,0,117729.27285605505,Germany,Female,1
538,25,2,184263.55281829147,3,1,0,111473.97402600631,Spain,Female,1
517,66,4,106397.09909550914,4,1,0,131327.6667018902,France,Male,1
569,37,4,166791.62493299137,3,0,0,132435.25252079184,France,Male,0
324,39,1,176827.59265766296,1,0,1,100874.1221969002,Spain,Male,1
742,79,2,46377.52420144525,4,0,0,116530.09707258332,France,Female,1
482,28,6,24314.604032148556,4,0,1,29749.25344849688,Germany,Male,0
338,68,6,159373.7532449808,1,1,0,58029.47928758285,Spain,Male,1
693,27,1,73391.42255049096,4,1,1,77286.39900861145,Germany,Male,0
752,25,2,95111.7476250273,2,0,1,146582.1673912668,Germany,Male,0
497,27,10,36445.55807555772,4,0,1,37800.53974549954,Spain,Male,0
528,49,7,163246.43414789098,4,0,1,43500.125841908644,Spain,Male,1
755,36,7,24404.345726234955,1,1,0,63707.29992411567,Germany,Male,1
770,53,4,151841.539542609,3,1,1,67315.30795987192,France,Female,0
589,44,5,99878.66338336535,4,0,0,38770.09690381173,France,Female,0
350,59,10,136022.02822413645,4,1,0,144297.36108826214,France,Female,0
717,27,0,103423.46092703039,3,1,0,110434.78804638264,Germany,Male,0
776,27,6,90341.47840129174,2,1,1,49344.01285388467,Germany,Male,0
567,41,2,132266.4321399342,3,0,0,109706.59054806684,France,Female,0
798,70,5,62464.125975059214,3,1,1,88851.00329312333,Germany,Male,1
536,58,4,101129.91378070622,3,0,0,92299.48517183914,Germany,Male,0
702,74,7,198086.33965679153,3,1,0,126191.00331289867,Spain,Male,0
714,78,6,152138.93861724806,3,1,1,54153.49434742077,Spain,Female,0
355,30,10,88703.97609516566,3,1,1,59269.92230353704,Germany,Male,0
421,29,3,186660.20964703892,1,0,1,30333.45690661666,Germany,Male,1
576,49,5,22668.236936297093,3,1,1,59930.62557246184,France,Female,0
657,35,6,116899.45279573344,4,0,0,96437.670819325,France,Male,1
419,32,2,34887.72130728712,3,1,0,105175.26211009677,Spain,Female,0
632,70,2,150084.12308341073,1,1,1,29091.414477050133,France,Male,1
713,71,5,151296.11599531252,3,0,1,32359.617712677966,France,Male,0
744,45,1,48456.232023591794,3,1,1,28566.147053052555,France,Male,0
676,37,1,47754.88379645205,3,1,0,75897.42829462502,France,Female,1
618,36,2,64766.65561527073,4,1,0,142221.75147849903,Spain,Male,0
343,71,10,186390.8096707031,4,0,0,133871.9462836795,France,Male,1
819,51,3,160080.00425676574,2,0,1,130480.49367076423,France,Female,0
679,75,6,195896.36571329253,1,0,0,125216.47954523464,Germany,Female,0
474,47,6,87442.9938009337,1,0,0,147069.39407037565,Spain,Female,0
592,51,8,152667.1760585965,1,1,0,66542.84932164755,France,Male,1
374,80,8,158102.35301825905,3,0,1,30027.9639196968,Spain,Female,0
453,50,3,81632.80017994356,3,1,1,106410.40548714115,Spain,Female,0
483,57,8,151509.07669716136,4,1,0,96124.90493243153,France,Female,1
460,61,3,156413.55902609424,3,0,1,76016.36114409537,France,Female,1
314,69,5,165302.2368415698,2,1,0,131853.34685732488,Germany,Male,1
580,45,4,10374.086142132,1,1,1,85247.7559852176,Spain,Male,1
