CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
649,77,2,68220.5327443677,3,0,0,88534.31304317362,Germany,Female,1
482,73,8,160255.33451099606,2,1,0,129065.68330910725,France,Female,0
591,33,10,71854.88239521241,1,0,1,100552.0231433447,France,Female,0
607,67,8,10047.379851552196,2,1,0,33824.91130044137,Spain,Female,1
348,19,0,174295.78839702252,1,0,1,93251.3291549961,France,Female,0
593,31,2,36977.29938840573,3,0,0,70915.81200665794,Germany,Female,0
652,19,7,134696.08417967093,1,0,0,90483.7820309191,France,Male,0
678,42,9,143657.49763238197,1,0,1,132021.97624769536,Germany,Male,0
635,60,1,21644.084713481072,4,1,1,144686.84082212026,France,Female,0
610,57,10,121233.68532895671,2,0,1,121632.68422383786,France,Male,1
734,72,10,91607.11086595627,2,1,0,33492.70049798647,France,Female,1
395,71,5,108996.45616995808,3,0,1,131072.44178140844,France,Female,0
463,43,7,199853.7370392632,2,0,0,136386.58181841427,France,Male,0
570,24,3,58687.6649578115,3,0,0,134494.1991101383,France,Female,1
587,79,1,184358.22086477306,3,0,0,37238.51359919894,France,Female,1
749,64,4,2755.1571904853135,4,0,1,139014.34420173272,France,Male,0
828,55,4,156996.3463997665,4,0,0,20322.988985036554,France,Female,0
322,29,7,165845.23606725864,1,0,1,96369.1824406441,France,Female,0
650,66,10,54641.37764614576,4,0,1,42040.848307916094,France,Female,0
730,48,8,86879.05521405827,2,1,1,73633.52335630244,France,Female,0
813,65,1,119412.30089193038,2,1,1,46291.691375715076,Germany,Male,1
583,53,0,119695.85756334377,3,1,0,138297.70139020856,France,Female,0
602,66,4,162780.6944544987,3,0,0,74643.5864665698,Spain,Female,1
449,50,3,196714.40035440392,1,0,1,117425.05414142803,Spain,Male,0
698,54,6,186546.21710189743,4,1,0,61125.94524312486,Germany,Male,1
791,71,8,153939.3501947737,3,0,1,71680.26243652371,France,Male,0
789,38,4,9595.932242331019,3,1,1,146291.0877852405,France,Female,0
755,29,3,90452.20201504811,1,0,0,20320.735197143968,Spain,Male,1
390,69,8,49099.65182531204,2,1,1,96229.99681939639,Spain,Female,0
660,71,3,2034.7636134957936,1,1,1,149185.58861164987,France,Female,0
609,60,1,35782.772742602756,4,0,0,21889.631822195344,Spain,Male,0
656,33,2,3495.5576761209527,3,0,0,67646.37752841027,France,Female,0
535,78,3,3891.1725629093175,1,0,1,59607.7319297776,Germany,Female,1
816,41,3,183466.78402924788,3,1,1,43874.687761550296,France,Male,0
614,33,10,132224.2015324299,1,1,1,136709.10466992564,France,Male,0
807,23,7,165082.50119052298,2,1,1,104840.32380909276,Germany,Female,0
811,24,6,152653.9671201908,1,1,0,132777.12512287794,France,Male,1
623,43,3,126899.84586785534,3,0,0,45697.96032594374,Spain,Male,0
822,56,8,191842.85452685202,2,1,0,97692.65556250942,Spain,Female,0
697,67,5,131660.17568088064,4,1,0,73161.75820330699,France,Female,1
795,57,7,123778.446227695,3,0,0,124461.18508825144,France,Female,0
403,22,0,111454.79934686371,3,1,1,108891.6274878942,Spain,Female,0
793,76,4,133470.07579425653,2,1,1,49816.26350104473,France,Male,1
323,27,4,170914.3613791959,3,1,1,31555.453005781965,Spain,Female,1
548,25,2,199490.83342685344,1,1,0,126956.19334749362,France,Female,1
669,39,3,48998.84270015451,1,0,1,97078.4215856304,Spain,Male,1
374,30,1,6567.33612602467,3,1,0,140397.05229741233,France,Female,1
626,62,1,60716.765987074985,4,1,1,52008.83379260378,France,Female,0
487,45,3,86163.93763172878,3,0,1,96612.66404952104,France,Male,0
570,28,1,11438.460676275985,3,0,0,38652.905605381166,France,Male,0
447,23,8,169003.45019336801,2,1,0,55219.25220206659,Germany,Male,1
487,37,10,84232.99580283058,2,1,0,149009.95672882066,Germany,Male,0
840,79,9,193808.10888282972,4,0,0,67640.39186395588,Spain,Male,1
714,34,3,47721.17755681724,3,0,1,44485.646008966054,Spain,Female,1
312,24,3,156806.6472366259,3,1,1,102241.95465100733,Spain,Male,0
389,32,8,18223.474873239455,4,1,1,119032.41616002447,Germany,Female,0
539,18,5,133185.4881268362,2,0,0,69826.84762670833,Germany,Female,0
762,59,4,86397.79413008373,2,1,0,29452.734508319212,Spain,Male,1
371,66,6,185421.4921491174,3,0,0,32960.73259213109,France,Male,1
627,41,9,142198.90634784676,4,1,1,117331.6757255326,Germany,Male,0
564,66,0,81232.29864084833,2,1,1,21618.86766173156,France,Male,0
737,42,0,76530.31245880926,2,0,0,109617.1701423392,Germany,Male,0
607,63,3,104699.67685770844,3,1,0,101100.8866993016,Spain,Male,1
558,21,7,21286.743739940306,4,0,0,117593.77424252099,Germany,Female,0
617,44,10,129145.56316010244,4,0,1,114129.34797256767,Germany,Female,0
565,72,2,89447.86172664976,2,1,1,82531.88418202294,France,Male,0
521,66,5,155089.07925555293,4,0,0,37585.601221827645,Germany,Female,1
314,64,5,165302.2368415698,2,1,0,131853.34685732488,Germany,Male,1
686,78,1,140170.89556183296,1,1,1,71667.83513254019,Spain,Female,0
501,41,6,18902.468995302967,2,0,1,46857.0451536812,France,Female,1
458,26,5,54993.11674405365,1,0,0,79712.3233440078,Germany,Female,0
315,26,0,72696.34668244791,2,0,0,61034.97215271252,France,Male,0
579,21,6,4082.6901370258684,1,1,0,79777.6307907574,France,Female,1
722,71,7,75990.87742246668,2,0,0,134899.4250544051,France,Female,1
536,62,2,49621.61713896043,4,0,0,98086.0179903841,Spain,Male,1
827,53,4,5634.522261020925,1,0,1,43727.274563193874,Spain,Female,0
620,71,1,88888.28683539918,2,0,0,112876.37529770553,France,Female,1
794,45,9,14922.64180378804,1,0,0,71206.54686036063,France,Female,0
771,60,0,149082.74672479517,2,1,1,65179.21142677976,France,Female,0
836,66,7,130649.24307118518,1,0,1,47994.12035444738,France,Female,0
520,30,3,178722.81997408683,3,0,0,73716.18947805892,France,Male,1
487,79,5,141179.96222126522,1,1,0,85201.72713254248,Spain,Male,1
738,27,5,158708.45513339867,1,0,1,103915.24606774261,Germany,Male,0
520,36,2,56887.91616676718,4,1,1,145795.32519164312,France,Female,0
328,23,2,8522.657674166023,2,1,0,30600.514436960773,Spain,Male,1
632,54,0,20219.686469411325,4,0,0,21633.06635215003,France,Male,1
320,48,1,46386.084921364534,4,0,1,134104.82932045087,France,Female,0
801,75,5,177195.73025940513,4,0,1,55218.99171880689,Germany,Female,0
431,32,10,197594.24424427038,3,0,0,49991.21229803011,Germany,Male,1
638,63,4,57302.2571799406,2,0,0,106525.95191301574,France,Female,1
650,26,8,169170.98447167274,4,1,1,141484.98309543665,France,Male,1
699,18,7,52820.4108642022,2,1,1,127988.62860990867,Spain,Female,0
357,76,10,78615.57665333974,3,1,0,138990.95849141723,France,Male,1
775,27,0,40611.61383999348,4,1,1,60300.79476665385,France,Female,1
491,44,9,173196.18579566968,2,0,1,84353.985211343,France,Male,0
738,61,6,161235.33601476508,3,1,0,73949.83853495629,France,Female,0
411,32,8,101024.4344675877,1,1,1,140096.64483064995,Germany,Female,1
352,49,9,3859.675080318503,1,0,1,83393.92744546648,France,Female,1
641,36,2,125019.63768622476,2,0,1,104610.75418748106,France,Male,0
630,42,4,148687.21835552584,2,0,0,69977.86924562432,France,Female,0
311,75,2,131435.3010546957,4,0,0,128074.42733087648,Germany,Male,0
350,39,7,111434.63331098811,3,1,1,119296.55075092478,Spain,Male,0
405,27,5,9742.279135508335,1,0,1,48786.83286145337,Germany,Male,1
797,69,0,195466.756576939,4,1,1,49913.30201214747,Germany,Female,0
784,49,3,41223.81565209594,1,0,1,53328.189408688384,France,Female,0
713,74,7,106271.52391897698,1,1,1,132324.37603648647,France,Female,0
682,41,1,82882.56615773056,1,1,1,59235.73278956273,Spain,Female,0
431,42,6,189290.09163215384,2,0,1,81181.19899133155,France,Male,0
445,19,10,74994.76722975251,2,0,1,107206.20652290725,Spain,Female,0
471,46,7,43208.044894715946,4,0,1,78489.82663809389,France,Female,0
640,62,5,179570.3667629724,3,1,0,85306.90116241647,Germany,Male,1
404,78,8,192103.69340668974,1,1,0,149842.87838460295,Spain,Female,0
559,28,3,61472.116259179966,2,1,0,32843.695768774785,Spain,Female,1
721,38,10,141281.9027936131,4,0,1,97694.14855033117,France,Female,0
516,36,8,138049.03254555882,2,1,1,116659.68995534093,France,Male,0
556,51,8,14303.74715624314,2,0,1,105704.13180375962,Germany,Male,0
440,48,2,47725.18974252107,3,1,1,55445.37846838238,Spain,Female,0
574,58,8,193295.7345809045,3,0,0,124959.65983991222,Spain,Male,1
414,54,1,109374.17750032087,3,0,1,46977.287526363405,France,Male,0
369,75,10,120878.10244218221,1,0,0,128933.5580792762,Spain,Male,1
352,56,4,140504.01018248725,2,0,1,26985.652534863362,France,Female,1
624,21,5,25871.84565432996,4,1,1,50448.527263178796,France,Female,0
594,32,10,187290.20689443225,3,0,0,108914.73681584245,Spain,Male,1
408,20,3,186522.28557330254,3,0,1,28019.74641549908,Spain,Female,0
495,78,3,47042.1448424166,2,1,0,57610.15480846313,Germany,Female,1
636,44,0,162796.13463455974,2,1,0,142786.1772460309,France,Female,0
685,67,2,132741.16395915428,2,1,1,46396.13940410787,Spain,Male,0
727,51,5,44664.647768034316,4,0,1,138457.86082028947,France,Male,0
604,50,5,193079.22379628234,2,0,0,148680.2756600153,Germany,Male,0
610,20,4,18043.185917313866,3,1,1,118761.69846969371,Spain,Female,0
650,70,8,101998.36555925656,2,1,0,145941.45586942643,France,Female,1
553,48,6,44504.01055757074,1,1,0,57094.07703075071,Germany,Male,0
737,31,10,108544.65974099534,3,1,0,21451.3635546449,France,Male,0
787,33,10,34103.27170893632,4,0,0,104328.43538437613,France,Female,1
504,35,8,51863.61688379444,2,0,1,38205.69620110076,Germany,Male,0
576,38,3,59129.85233147492,3,1,0,60923.05253126949,France,Male,0
799,63,1,119006.17066830264,2,1,1,62261.92453179961,Germany,Female,0
566,79,4,140144.31346203858,2,0,1,117831.70736340094,Germany,Female,0
549,20,2,60542.93300475413,2,1,1,118967.21737938414,Germany,Female,0
389,19,2,116268.72074794862,4,1,0,20863.83654778317,Germany,Male,0
452,79,5,136050.73462921573,3,0,0,30167.543955787245,France,Male,1
465,61,4,186956.1582616841,2,0,0,52021.357213711046,France,Female,0
306,47,9,108707.39248844433,1,1,1,109297.21609950236,France,Male,1
681,79,8,83680.09580245258,2,0,1,70982.98836401626,France,Female,0
459,43,1,108100.72099956838,1,1,1,64176.71418016649,France,Male,1
692,34,9,83439.32756453629,3,1,0,84716.6593466069,France,Female,0
512,60,5,139288.25422147397,2,0,1,97939.86343523914,Germany,Female,0
812,75,6,43830.27448879704,4,0,1,101712.29855275966,France,Female,1
768,77,10,127223.68858483291,3,0,1,146537.94411308714,Spain,Female,0
436,75,10,176739.9849195072,2,0,1,70471.9500576258,France,Female,0
585,27,8,140041.97877125433,4,1,1,108632.07555233165,France,Female,0
620,33,8,83139.2847935283,1,1,1,120023.25626002176,France,Female,1
805,57,8,44530.62855069197,3,1,1,81691.35168423955,Germany,Male,0
438,67,5,92517.01420785511,1,1,0,129237.93192880381,Germany,Male,1
560,28,3,164546.48179829388,4,0,1,146289.2377251785,Germany,Male,0
722,77,3,22094.585210948804,2,0,0,68770.34015465449,Spain,Female,0
384,24,7,133640.13945201706,2,0,1,39773.75191610617,Spain,Female,0
683,66,3,71837.51068331301,3,0,0,82177.78845170533,France,Female,1
560,35,4,68932.65493767134,3,0,1,76672.00211719726,France,Male,0
388,36,10,84697.52234247519,2,1,1,91699.2816143605,Germany,Female,0
655,24,4,132298.60408286352,1,1,1,51274.798711597236,France,Female,0
633,49,0,19087.99192506685,2,0,1,147596.457370741,France,Male,0
739,35,6,70742.71589888429,1,1,1,132921.11870508784,Germany,Female,0
544,34,6,69433.16383667264,4,0,1,57986.50681042281,France,Female,1
634,68,6,161863.47512511146,2,1,1,61243.88280888795,Spain,Female,1
716,25,4,14778.429042706786,3,0,1,143754.07624149584,France,Male,0
638,60,1,152428.0709118079,3,1,1,62033.91522307898,Spain,Male,0
827,61,9,183150.5545363132,1,0,1,67927.6294453057,France,Male,1
514,54,10,120333.75746912205,4,0,1,96054.35671369529,Germany,Male,0
433,33,8,174140.02217968414,1,0,0,35271.046229288644,Germany,Male,0
370,36,5,179329.6326910089,2,1,1,26460.620786314714,France,Male,0
550,69,6,9926.870807315669,1,0,1,128865.57557759336,France,Female,0
329,39,5,156587.10250017687,3,0,0,88972.32326121545,Germany,Female,0
533,42,5,164609.31496577125,2,1,0,80110.13716400781,France,Male,1
402,23,3,119450.34605360108,1,1,1,84221.94999929648,France,Male,0
470,60,7,74688.05226966737,4,1,0,107343.81273251536,Spain,Female,0
513,22,5,152168.37048089405,2,1,0,84406.13071445169,France,Male,0
650,35,5,168188.53041957127,4,1,1,134121.4640806957,Germany,Female,0
540,64,4,187340.31290142547,1,1,1,111879.93227882111,France,Male,1
564,42,2,182586.44745948634,1,0,0,134323.39207146835,France,Female,0
411,18,1,122494.05629124185,3,1,1,102917.86035672949,France,Female,0
810,60,3,14973.992274556136,1,1,1,49150.181545579006,France,Female,0
512,47,5,36239.21076906906,4,1,0,62763.10777760208,France,Male,1
305,42,9,61698.34339703046,3,0,1,88305.57383683171,France,Female,0
435,19,9,83983.7043084057,3,0,0,83451.6996554647,Germany,Male,0
398,37,0,104849.94626837483,1,1,1,79114.11100942356,Germany,Female,1
448,67,7,93503.39575614504,1,0,0,24523.15938138731,Germany,Male,1
537,29,1,104646.54978500854,1,1,1,78588.14618353138,Germany,Male,1
317,67,8,77661.22821588763,1,1,0,74787.67124410563,France,Female,1
465,66,4,78279.8178073514,4,1,1,30859.84651750153,Germany,Female,1
610,33,10,58061.876368400124,2,0,0,145153.23897768848,Spain,Male,0
745,52,5,181682.73865540005,3,0,0,131801.24068295388,France,Male,0
778,39,8,188005.30440621104,4,1,0,119657.17573691285,Germany,Female,1
349,18,7,166373.72296476565,4,1,0,140774.87449674815,France,Female,1
412,58,0,70320.09375157526,3,1,0,22363.696154596964,Germany,Male,0
848,74,8,71135.7128061965,4,0,1,46010.34716026849,Germany,Female,0
462,75,0,67961.18909915247,1,0,0,104330.66970588718,Spain,Female,1
415,77,8,129062.32650717761,1,0,1,44938.420514645724,Spain,Female,0
563,47,8,93041.33592000247,2,1,0,57943.56027311054,Germany,Male,0
317,45,4,55021.518104653696,2,0,0,40901.96371352059,Germany,Female,0
412,46,8,198334.70990674695,3,0,0,42400.41521472274,France,Female,1
490,65,10,73254.77581683797,2,1,1,133902.65272475433,Germany,Male,0
592,69,8,118799.13756532656,2,1,0,134425.58779979145,Spain,Male,1
538,63,8,176834.08397856297,2,0,1,136250.01269092137,France,Female,1
829,40,3,11349.818030530412,2,1,0,124256.25603589043,France,Female,0
535,64,1,183319.8777801889,2,0,1,121493.12071298336,France,Male,0
659,77,1,82882.32998229424,3,1,0,49350.5996657276,Spain,Female,1
808,79,6,126601.55850640766,3,0,0,128429.78445750201,France,Male,0
820,21,8,150444.38435287523,1,0,0,127778.95986777544,Spain,Male,1
838,35,7,30518.94764301846,3,0,1,24567.47959499251,Germany,Male,0
426,71,7,120843.9760185703,1,0,1,68379.46865888103,Spain,Male,1
526,43,5,172546.26251834896,4,0,0,82794.3162953963,Spain,Male,1
325,52,9,117872.21039921494,2,0,0,83001.33243127319,France,Male,1
637,72,3,18050.55233664348,2,1,0,67728.44941816622,Spain,Female,0
774,63,0,127072.35348567631,2,0,1,23737.763079726392,Spain,Female,0
529,51,4,178114.54684875646,1,0,1,39601.94981602747,Spain,Female,0
613,40,1,198550.25465039024,3,1,0,106910.1705621169,France,Male,0
347,67,10,56095.5103284896,4,1,1,79505.68362675342,France,Female,0
417,37,9,144280.8826767909,4,0,1,118757.28045654684,Germany,Female,0
332,30,0,181423.92082815082,1,1,1,52246.51948552046,Spain,Female,0
370,42,5,78846.24365516206,3,0,1,60699.4615182943,France,Female,0
373,57,3,184164.95889014108,4,0,0,121806.99920407994,Germany,Female,0
776,38,4,107641.77739596259,4,0,0,136111.2083446774,France,Female,1
798,55,3,199548.88420137012,3,0,0,78671.63669768411,Germany,Male,0
608,46,10,98285.16601619129,4,0,1,43215.61209257868,Germany,Female,0
513,19,0,110090.9106862655,2,1,0,91139.44367422587,Germany,Male,0
745,57,4,170664.6565675876,2,1,0,88647.32926103179,Germany,Male,0
651,39,2,34263.15076655964,3,1,1,24261.666167281735,France,Female,0
830,34,0,126438.55624813311,2,1,0,112019.50604000935,Spain,Male,1
596,78,1,88989.52045707089,3,1,0,145176.9996187088,France,Male,1
727,37,4,26423.128875802005,3,1,0,32950.91132698152,France,Female,1
307,74,1,118005.19432177256,3,1,0,75137.9270785765,France,Female,1
835,64,5,181056.98852152776,3,1,1,31430.80404671213,France,Female,1
750,55,3,116383.03102531555,1,1,1,58649.71002024224,Spain,Male,0
559,38,8,159292.66179128978,1,1,0,89774.98089931346,Germany,Female,1
777,40,0,146721.05872871447,3,1,1,70287.65944498751,France,Male,0
717,70,3,114493.06979089617,3,0,0,65958.18902279719,Germany,Male,1
652,22,10,147101.2704304687,1,0,1,139779.74399063239,Germany,Male,0
487,68,6,148910.51924075326,1,1,0,118140.37171222222,Spain,Female,1
670,52,1,191463.67319707244,1,0,1,65242.53769970038,Spain,Female,0
413,74,10,188720.41914246068,3,1,0,78221.28782027212,Spain,Male,1
572,32,7,138087.13890897736,1,1,0,141379.49458119532,Spain,Female,0
320,45,7,109826.19907336593,4,0,1,45141.605352669765,France,Female,0
472,36,1,6361.473415588548,3,1,1,115198.81010468082,Germany,Male,0
417,37,9,117056.80913661787,3,1,0,67825.23153959724,France,Male,0
792,25,0,250.02550369992437,1,0,1,130847.95701356743,France,Male,0
540,52,2,144884.33703460818,2,0,0,131456.61875592213,Germany,Female,1
648,72,7,196269.74341743125,1,0,1,121808.98980358632,France,Male,0
390,59,10,88000.42557515025,3,0,0,144935.4638067386,Spain,Male,0
506,44,8,69581.7346974489,2,1,0,137694.6648272407,France,Female,0
526,54,1,157992.9613479565,4,0,0,82863.26192845608,France,Male,0
531,46,8,128769.13522724467,2,0,1,47703.053740843025,France,Male,0
763,65,3,113121.46148587139,1,0,1,108367.52238894222,Germany,Female,0
680,72,4,124463.05047736828,1,1,1,93490.31899020338,France,Female,0
426,54,8,43322.60029323678,1,1,0,124957.63809075252,France,Male,1
659,55,0,173851.69416535925,1,1,1,79539.2371338917,France,Female,1
304,51,7,168378.6572001345,3,0,1,62900.87772806508,Germany,Male,0
589,26,6,81737.88774298228,4,1,0,87675.46657209874,France,Female,1
740,41,10,185291.88746725474,1,0,0,113774.67329402741,Germany,Female,1
307,18,10,196521.9814025112,2,1,0,107518.96963718966,France,Male,0
754,42,5,193731.62714004234,4,0,0,123759.45852102152,France,Female,1
527,56,3,45724.21160588902,3,1,1,85800.34132417622,France,Male,0
743,21,9,1700.6283481908467,2,0,1,39496.503065182966,Spain,Female,0
507,58,4,136883.12716294345,3,0,0,25944.412347848083,Spain,Male,1
582,32,5,128784.66956187316,4,0,1,120878.73727041979,Spain,Female,0
793,21,10,75206.94191890887,4,1,1,71122.71431783523,France,Male,0
771,53,6,115941.44781957871,1,0,1,102099.30679323239,France,Female,0
514,51,3,197936.49898601763,1,1,0,54717.988430083315,Germany,Male,1
846,58,3,21517.688919974877,4,0,0,125009.2226575627,Spain,Female,0
837,35,6,190256.7592570618,4,1,1,86949.32425373442,Germany,Female,0
706,73,7,111138.23889572776,3,0,1,115885.61208294633,Germany,Male,1
687,79,2,125870.11820550906,4,1,0,144761.60629958916,Germany,Female,1
712,75,0,7141.741941634372,4,0,0,66549.94075742288,Germany,Male,1
344,64,0,37871.15770767997,2,1,1,72204.30714225661,Spain,Male,1
747,32,4,88693.14315135557,3,0,0,44256.577501842345,Spain,Male,1
697,79,9,111189.0313047298,2,0,0,77799.07262665851,France,Female,1
832,46,9,150229.4703385769,2,1,0,132407.0118249766,Spain,Male,0
739,79,1,22213.317318716498,1,1,1,104855.57742383632,France,Male,1
581,50,4,86409.43078967613,2,0,0,137679.28141319612,Spain,Female,0
637,36,2,13246.197693106133,4,0,1,40261.59510743781,Germany,Male,0
499,50,10,150418.76895429002,1,1,0,32777.84296718677,France,Female,1
624,18,4,122170.80261639049,2,0,1,57163.56836595248,Germany,Male,0
674,55,3,193009.57994867157,3,1,1,56204.21816934156,Spain,Male,0
533,56,5,126147.37587342059,3,0,1,32218.224917604006,Spain,Male,1
537,36,2,176448.76011378918,1,0,1,38589.053592434575,France,Male,0
464,63,1,118029.51620257006,2,0,0,121082.04500189335,France,Female,1
708,41,6,102509.58368355261,1,1,1,45055.8885857564,Germany,Female,0
441,59,8,160906.68527557846,2,1,1,130733.85126454309,France,Male,0
593,65,4,48808.10676844867,2,0,0,50067.5710868451,Germany,Female,0
661,52,9,69556.98909981358,3,1,0,78093.82173059355,France,Female,1
477,58,9,93488.49981653025,1,1,1,57998.24549385184,France,Female,0
551,76,4,108341.80497478381,1,1,0,88378.56420430672,Spain,Female,1
653,28,1,94484.54720650497,2,1,0,129816.59797717752,Germany,Male,0
542,50,4,128603.53648280045,3,0,1,102919.48793829637,France,Female,0
630,71,0,33111.36841967859,2,1,1,22859.98312898086,France,Female,0
684,37,3,30728.623873427186,3,0,1,92618.86293575942,Spain,Female,0
527,41,8,91408.69061084198,4,1,0,20706.569823074886,France,Female,1
815,21,9,164861.3817638414,3,0,0,72738.65013502598,France,Male,0
311,58,4,62518.72013554865,3,1,0,40507.702445635834,France,Male,0
568,30,1,154635.79565173102,4,0,0,107015.00878976235,Germany,Male,0
356,21,7,101275.26491706012,1,1,0,124718.10094004768,Spain,Male,0
511,22,7,89662.8239878535,1,1,0,31070.113360075986,Germany,Female,0
460,51,4,162392.92174151566,1,1,1,49538.15462701174,France,Male,0
557,45,0,30800.941096422484,2,0,0,30428.656591130628,France,Male,0
761,24,2,91803.31115625374,2,1,0,126819.31351998574,France,Female,0
582,78,10,48443.528732718485,4,1,0,112055.88653454276,France,Female,1
823,51,10,117611.21346779272,3,0,1,105683.89879597507,Germany,Male,0
685,46,7,46583.165920195956,3,1,1,58915.272139321394,Germany,Female,0
610,43,2,63427.06496960864,4,1,0,129552.38637789465,Germany,Male,1
336,73,4,198493.0157555518,3,1,1,76260.03650078847,France,Male,0
316,46,8,195450.27904785567,4,0,1,74656.1363974805,France,Female,0
616,60,1,50263.8702571989,4,0,0,47926.35095719976,France,Female,0
749,70,9,199939.12187095208,3,0,1,27335.50123615377,France,Male,0
679,22,5,77574.45344529359,3,1,1,78168.12835847137,Germany,Male,1
608,58,6,76659.10216351497,4,1,1,63132.3805791955,France,Male,0
717,72,7,25669.91248670494,3,1,0,120659.25698643399,France,Male,1
518,63,8,194684.262138821,3,0,0,113125.54295269473,Spain,Female,0
320,69,10,85212.08396854995,3,1,0,132866.74850363,Germany,Male,1
375,32,10,158237.7337552799,2,0,1,130233.69663588029,Spain,Male,0
686,37,4,23417.43347096894,3,0,0,54059.800285386984,France,Female,0
789,37,4,139693.47328232526,3,1,1,120473.69691548687,France,Female,0
823,65,7,184254.94328977857,3,0,1,106085.3964344298,France,Female,0
680,22,0,13893.405882442123,2,1,1,84189.00660620569,France,Female,0
578,63,6,192822.19054926425,2,0,1,81304.68261336599,France,Female,1
388,22,4,42700.63452899515,3,0,0,139821.82296893088,Germany,Male,1
751,78,1,186433.73540726095,1,1,1,92469.05849379137,France,Male,0
769,42,2,71348.35780918198,2,0,1,36715.05014009267,Spain,Female,0
775,41,1,101774.54807125524,4,1,1,134089.05180506024,Spain,Female,0
709,76,4,86232.94427778234,4,1,0,138534.73598772276,Spain,Male,1
653,59,3,173855.28079232352,1,0,0,119810.87304482098,Germany,Female,1
488,42,4,81451.95163890382,3,0,0,140770.64289849502,France,Female,1
705,36,1,33846.04618002538,3,0,1,117611.69774901622,France,Male,0
713,32,4,184104.59552121704,1,1,1,136470.7108591699,France,Male,0
746,43,9,57589.87392652741,2,0,0,72976.73361286518,France,Female,0
405,66,7,102419.39149102676,4,0,0,47464.23784818559,France,Female,1
755,69,6,7820.487068448667,2,1,0,101510.64149737178,Spain,Male,1
648,59,0,98084.50795496238,4,0,1,104553.50948157156,France,Female,0
382,48,7,189341.8113438641,2,1,0,142380.09911021264,France,Female,0
581,56,7,11318.16952043314,1,1,1,21142.080522111202,Spain,Female,0
578,28,5,198011.09155496696,3,0,1,111435.50451880891,Spain,Male,0
578,21,4,51510.48766907917,1,1,0,84425.18208817467,France,Male,0
349,26,10,31651.91196206394,3,0,0,59125.68607340256,France,Female,1
403,46,5,124614.27909658948,2,0,1,60911.668484246955,France,Male,1
556,19,8,100378.15455102772,3,0,1,109353.11443964732,France,Female,0
